Column1,customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1791,2348-KCJLT,Female,FALSE,TRUE,FALSE,44,TRUE,FALSE,DSL,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,One year,TRUE,Mailed check,61.5,2722.199951,FALSE
1792,8401-EMUWF,Male,FALSE,TRUE,TRUE,42,TRUE,TRUE,DSL,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,Month-to-month,TRUE,Bank transfer (automatic),69.40000153,3058.300049,FALSE
1793,4193-IBKSW,Male,FALSE,TRUE,TRUE,72,TRUE,TRUE,No,,,,,,,Two year,FALSE,Bank transfer (automatic),24.75,1769.599976,FALSE
1794,5377-NDTOU,Female,FALSE,TRUE,TRUE,71,TRUE,TRUE,DSL,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Two year,FALSE,Mailed check,91.05000305,6293.75,FALSE
1795,5922-ABDVO,Female,FALSE,TRUE,FALSE,19,TRUE,TRUE,Fiber optic,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Month-to-month,FALSE,Mailed check,89.65000153,1761.050049,TRUE
1796,2474-LCNUE,Female,FALSE,TRUE,FALSE,23,TRUE,TRUE,DSL,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,Month-to-month,TRUE,Credit card (automatic),73.65000153,1642.75,FALSE
1797,0839-QNXME,Female,FALSE,FALSE,FALSE,30,TRUE,FALSE,No,,,,,,,Two year,FALSE,Credit card (automatic),19.39999962,578.5,FALSE
1798,3506-OVLKD,Male,FALSE,FALSE,FALSE,35,TRUE,TRUE,No,,,,,,,One year,FALSE,Bank transfer (automatic),26.20000076,954.9000244,FALSE
1799,9172-ANCRX,Female,FALSE,FALSE,FALSE,10,TRUE,TRUE,Fiber optic,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,Month-to-month,TRUE,Electronic check,98.69999695,973.25,TRUE
1800,6650-VJONK,Male,FALSE,FALSE,FALSE,1,TRUE,FALSE,DSL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Bank transfer (automatic),43.84999847,43.84999847,FALSE
1801,2178-PMGCJ,Male,FALSE,FALSE,FALSE,22,TRUE,FALSE,Fiber optic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Mailed check,69.69999695,1490.400024,FALSE
1802,7492-TAFJD,Male,FALSE,TRUE,TRUE,7,FALSE,,DSL,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Two year,FALSE,Mailed check,38.54999924,280,FALSE
1803,2773-MADBQ,Female,FALSE,FALSE,FALSE,36,FALSE,,DSL,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Two year,TRUE,Mailed check,53.09999847,1901.25,FALSE
1804,6016-LVTJQ,Female,FALSE,TRUE,TRUE,34,TRUE,FALSE,No,,,,,,,Month-to-month,FALSE,Mailed check,20.64999962,716.4000244,FALSE
1805,7860-KSUGX,Male,FALSE,TRUE,TRUE,72,TRUE,TRUE,DSL,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Two year,FALSE,Credit card (automatic),64.44999695,4720,FALSE
1806,8966-KZXXA,Male,FALSE,TRUE,TRUE,36,TRUE,TRUE,No,,,,,,,Two year,FALSE,Credit card (automatic),25.10000038,930.9500122,FALSE
1807,6910-HADCM,Female,FALSE,FALSE,FALSE,1,TRUE,FALSE,Fiber optic,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Month-to-month,FALSE,Electronic check,76.34999847,76.34999847,TRUE
1808,4816-LXZYW,Female,FALSE,FALSE,FALSE,23,TRUE,TRUE,Fiber optic,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Electronic check,79.15000153,1676.949951,TRUE
1809,9606-PBKBQ,Male,TRUE,TRUE,FALSE,32,TRUE,TRUE,Fiber optic,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Month-to-month,TRUE,Electronic check,85,2642.050049,TRUE
1810,5149-QYTTU,Female,FALSE,TRUE,TRUE,71,TRUE,TRUE,Fiber optic,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,One year,TRUE,Credit card (automatic),95.15000153,6770.850098,FALSE
1811,2070-XYMFH,Female,TRUE,FALSE,FALSE,23,TRUE,TRUE,Fiber optic,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Mailed check,79.34999847,1835.300049,FALSE
1812,2085-BOJKI,Male,FALSE,TRUE,FALSE,17,TRUE,FALSE,Fiber optic,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,One year,TRUE,Bank transfer (automatic),96.65000153,1588.25,FALSE
1813,0817-HSUSE,Male,FALSE,FALSE,FALSE,1,TRUE,FALSE,DSL,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Month-to-month,TRUE,Electronic check,75.5,75.5,FALSE
1814,5442-PPTJY,Male,FALSE,TRUE,TRUE,12,TRUE,FALSE,No,,,,,,,Two year,FALSE,Mailed check,19.70000076,258.3500061,FALSE
1815,1927-QEWMY,Female,FALSE,TRUE,FALSE,72,TRUE,FALSE,No,,,,,,,Two year,FALSE,Credit card (automatic),20.5,1502.25,FALSE
1816,1663-MHLHE,Male,FALSE,FALSE,FALSE,1,TRUE,FALSE,No,,,,,,,Month-to-month,FALSE,Mailed check,19.20000076,19.20000076,FALSE
1817,5663-QBGIS,Male,TRUE,TRUE,FALSE,72,TRUE,TRUE,Fiber optic,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,Two year,FALSE,Bank transfer (automatic),98.34999847,6929.399902,FALSE
1818,4450-MDZFX,Male,FALSE,TRUE,TRUE,60,TRUE,TRUE,Fiber optic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Month-to-month,FALSE,Bank transfer (automatic),74.34999847,4453.299805,FALSE
1819,6701-DHKWQ,Female,FALSE,TRUE,TRUE,61,FALSE,,DSL,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,Two year,FALSE,Credit card (automatic),51.34999847,3244.399902,FALSE
1820,7554-AKDQF,Female,FALSE,TRUE,FALSE,6,TRUE,FALSE,DSL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Month-to-month,FALSE,Mailed check,45.65000153,323.4500122,FALSE
1821,3536-IQCTX,Male,TRUE,TRUE,FALSE,32,TRUE,TRUE,Fiber optic,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Month-to-month,FALSE,Electronic check,85.30000305,2661.100098,TRUE
1822,4911-BANWH,Female,FALSE,FALSE,TRUE,31,TRUE,TRUE,Fiber optic,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Month-to-month,TRUE,Credit card (automatic),86.55000305,2697.399902,TRUE
1823,8496-EJAUI,Male,FALSE,FALSE,FALSE,19,TRUE,FALSE,Fiber optic,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Credit card (automatic),73.84999847,1424.5,TRUE
1824,0794-YVSGE,Male,FALSE,TRUE,TRUE,72,TRUE,FALSE,No,,,,,,,Two year,FALSE,Bank transfer (automatic),20.29999924,1401.150024,FALSE
1825,5423-BHIXO,Female,FALSE,FALSE,FALSE,32,TRUE,TRUE,DSL,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Electronic check,54.20000076,1739.599976,FALSE
1826,6908-VVYHM,Male,FALSE,TRUE,FALSE,65,TRUE,TRUE,Fiber optic,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,Month-to-month,TRUE,Electronic check,90.65000153,5931,FALSE
1827,2959-EEXWB,Female,FALSE,TRUE,TRUE,45,FALSE,,DSL,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,Month-to-month,TRUE,Bank transfer (automatic),50.90000153,2333.850098,FALSE
1828,1839-UMACK,Male,FALSE,FALSE,FALSE,42,TRUE,TRUE,No,,,,,,,One year,FALSE,Electronic check,25.04999924,949.8499756,FALSE
1829,3030-YDNRM,Male,FALSE,FALSE,FALSE,8,TRUE,TRUE,Fiber optic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Electronic check,74.84999847,572.4500122,FALSE
1830,7321-KKSDU,Male,FALSE,FALSE,TRUE,32,TRUE,FALSE,No,,,,,,,Two year,FALSE,Mailed check,20.5,696.7999878,FALSE
1831,3402-XRIUO,Female,TRUE,TRUE,FALSE,22,TRUE,TRUE,DSL,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Month-to-month,TRUE,Mailed check,63.54999924,1381.800049,FALSE
1832,3132-TVFDZ,Male,TRUE,TRUE,FALSE,57,FALSE,,DSL,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Month-to-month,TRUE,Electronic check,44.84999847,2572.949951,TRUE
1833,8286-AFUYI,Male,FALSE,FALSE,FALSE,1,TRUE,FALSE,DSL,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Month-to-month,FALSE,Electronic check,47.95000076,47.95000076,FALSE
1834,8080-DDEMJ,Male,TRUE,FALSE,FALSE,1,TRUE,FALSE,DSL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Month-to-month,FALSE,Electronic check,45.09999847,45.09999847,TRUE
1835,8356-WUAOJ,Female,FALSE,TRUE,FALSE,1,TRUE,FALSE,DSL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Electronic check,45,45,FALSE
1836,6365-MTGZX,Male,FALSE,FALSE,FALSE,24,TRUE,FALSE,Fiber optic,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,Month-to-month,TRUE,Electronic check,96,2122.449951,TRUE
1837,1349-WXNGG,Male,FALSE,FALSE,FALSE,1,TRUE,FALSE,No,,,,,,,Month-to-month,FALSE,Bank transfer (automatic),20.04999924,20.04999924,TRUE
1838,8058-DMYRU,Male,TRUE,FALSE,FALSE,54,TRUE,TRUE,Fiber optic,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,Month-to-month,TRUE,Electronic check,90.05000305,4931.799805,FALSE
1839,9350-ZXYJC,Female,FALSE,FALSE,FALSE,4,TRUE,TRUE,No,,,,,,,Two year,TRUE,Credit card (automatic),25.29999924,116.9499969,FALSE
1840,6990-YNRIO,Male,FALSE,TRUE,TRUE,65,TRUE,TRUE,Fiber optic,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,Two year,FALSE,Bank transfer (automatic),108.6500015,6937.950195,TRUE
1841,8958-JPTRR,Female,FALSE,TRUE,FALSE,56,TRUE,TRUE,No,,,,,,,One year,FALSE,Electronic check,24.29999924,1261.699951,FALSE
1842,6959-GQEGV,Male,FALSE,FALSE,FALSE,45,TRUE,FALSE,DSL,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,Month-to-month,TRUE,Electronic check,75.94999695,3273.800049,FALSE
1843,3173-WSSUE,Female,FALSE,TRUE,TRUE,71,TRUE,FALSE,No,,,,,,,Two year,FALSE,Credit card (automatic),19.70000076,1415.849976,FALSE
1844,1265-HVPZB,Male,FALSE,TRUE,FALSE,59,TRUE,FALSE,DSL,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,One year,FALSE,Credit card (automatic),66.40000153,3958.199951,FALSE
1845,4115-UMJFQ,Male,FALSE,FALSE,FALSE,69,FALSE,,DSL,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,One year,TRUE,Bank transfer (automatic),35.75,2492.25,FALSE
1846,7369-TRPFD,Male,FALSE,FALSE,FALSE,19,TRUE,FALSE,No,,,,,,,One year,FALSE,Mailed check,18.79999924,279.2000122,FALSE
1847,1098-KFQEC,Female,FALSE,TRUE,TRUE,55,TRUE,FALSE,No,,,,,,,Two year,FALSE,Credit card (automatic),19.39999962,1083,FALSE
1848,7190-XHTWJ,Female,FALSE,FALSE,FALSE,38,TRUE,FALSE,No,,,,,,,One year,FALSE,Mailed check,19.29999924,755.5,FALSE
1849,0621-TWIEM,Male,FALSE,FALSE,FALSE,10,TRUE,FALSE,DSL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Electronic check,45.54999924,402.6000061,TRUE
1850,3537-RYBHH,Female,TRUE,TRUE,FALSE,47,TRUE,TRUE,DSL,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Credit card (automatic),67.44999695,3252,FALSE
1851,2485-ITVKB,Female,FALSE,TRUE,FALSE,2,FALSE,,DSL,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Month-to-month,TRUE,Electronic check,35.09999847,68.75,TRUE
1852,3669-OYSJI,Male,FALSE,FALSE,FALSE,1,TRUE,FALSE,DSL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Month-to-month,FALSE,Credit card (automatic),46.20000076,46.20000076,TRUE
1853,1612-EOHDH,Female,FALSE,FALSE,FALSE,1,TRUE,FALSE,DSL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Month-to-month,FALSE,Electronic check,45.15000153,45.15000153,TRUE
1854,6702-OHFWR,Male,TRUE,FALSE,FALSE,1,FALSE,,DSL,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,Month-to-month,TRUE,Electronic check,43.29999924,43.29999924,TRUE
1855,5296-BFCYD,Male,FALSE,TRUE,TRUE,46,TRUE,FALSE,No,,,,,,,Two year,TRUE,Mailed check,20.10000038,936.8499756,FALSE
1856,4510-PYUSH,Female,TRUE,FALSE,FALSE,38,TRUE,FALSE,DSL,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Credit card (automatic),57.15000153,2250.649902,TRUE
1857,9359-JANWS,Female,FALSE,TRUE,FALSE,65,TRUE,FALSE,DSL,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,Two year,FALSE,Credit card (automatic),58.90000153,3857.100098,FALSE
1858,7517-SAWMO,Female,FALSE,TRUE,FALSE,19,TRUE,FALSE,Fiber optic,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Electronic check,73.19999695,1441.099976,TRUE
1859,4143-HHPMK,Male,FALSE,FALSE,FALSE,52,TRUE,FALSE,Fiber optic,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,Month-to-month,TRUE,Electronic check,85.34999847,4338.600098,TRUE
1860,3279-DYZQM,Male,FALSE,TRUE,TRUE,71,TRUE,FALSE,No,,,,,,,Two year,FALSE,Mailed check,19.45000076,1378.449951,FALSE
1861,7054-LGEQW,Female,FALSE,FALSE,FALSE,1,TRUE,FALSE,DSL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Month-to-month,FALSE,Mailed check,45.95000076,45.95000076,TRUE
1862,0523-VNGTF,Female,TRUE,FALSE,FALSE,52,FALSE,,DSL,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,Month-to-month,TRUE,Electronic check,50.5,2566.300049,FALSE
1863,9575-IWCAZ,Male,FALSE,TRUE,FALSE,6,TRUE,TRUE,No,,,,,,,One year,FALSE,Mailed check,25.10000038,171,FALSE
1864,7105-MXJLL,Female,TRUE,TRUE,FALSE,26,TRUE,FALSE,DSL,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,One year,FALSE,Mailed check,60.70000076,1597.400024,FALSE
1865,7064-FRRSW,Male,TRUE,FALSE,FALSE,48,TRUE,TRUE,Fiber optic,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,One year,TRUE,Electronic check,99,4744.350098,FALSE
1866,7940-UQQUG,Female,FALSE,TRUE,TRUE,64,TRUE,TRUE,Fiber optic,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,One year,TRUE,Bank transfer (automatic),104.4000015,6721.600098,FALSE
1867,0923-PNFUB,Female,FALSE,FALSE,FALSE,3,TRUE,FALSE,Fiber optic,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Month-to-month,FALSE,Electronic check,83.75,247.25,TRUE
1868,3961-SXAXY,Male,FALSE,FALSE,FALSE,1,TRUE,FALSE,DSL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Bank transfer (automatic),44.04999924,44.04999924,FALSE
1869,7010-BRBUU,Male,FALSE,TRUE,TRUE,72,TRUE,TRUE,No,,,,,,,Two year,FALSE,Credit card (automatic),24.10000038,1734.650024,FALSE
1870,3566-HJGPK,Male,FALSE,FALSE,FALSE,1,TRUE,FALSE,DSL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Mailed check,45.54999924,45.54999924,FALSE
1871,3062-ICYZQ,Female,FALSE,TRUE,TRUE,51,TRUE,TRUE,Fiber optic,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Month-to-month,TRUE,Electronic check,93.80000305,4539.350098,FALSE
1872,9938-PRCVK,Female,FALSE,TRUE,TRUE,41,TRUE,FALSE,No,,,,,,,Two year,FALSE,Bank transfer (automatic),19.70000076,804.25,FALSE
1873,0973-KYVNF,Female,FALSE,TRUE,TRUE,72,TRUE,FALSE,DSL,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Two year,TRUE,Credit card (automatic),70.65000153,5011.149902,FALSE
1874,5129-HHMZC,Female,FALSE,TRUE,FALSE,43,TRUE,TRUE,DSL,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,Two year,FALSE,Credit card (automatic),86.44999695,3574.5,FALSE
1875,9637-CDTKZ,Male,FALSE,TRUE,FALSE,72,TRUE,TRUE,Fiber optic,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Two year,TRUE,Credit card (automatic),114.0999985,8086.399902,FALSE
1876,3946-JEWRQ,Male,FALSE,TRUE,FALSE,47,TRUE,TRUE,Fiber optic,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,One year,TRUE,Credit card (automatic),95.19999695,4563,FALSE
1877,7873-CVMAW,Male,FALSE,FALSE,FALSE,72,TRUE,TRUE,DSL,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Two year,FALSE,Credit card (automatic),88.55000305,6362.350098,FALSE
1878,0463-WZZKO,Male,FALSE,FALSE,FALSE,3,TRUE,FALSE,No,,,,,,,Month-to-month,TRUE,Credit card (automatic),20.75,67.09999847,FALSE
1879,3494-JCHRQ,Male,FALSE,FALSE,FALSE,1,TRUE,FALSE,Fiber optic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Electronic check,70.05000305,70.05000305,TRUE
1880,6474-FVJLC,Male,FALSE,FALSE,FALSE,2,TRUE,TRUE,Fiber optic,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Month-to-month,TRUE,Electronic check,86,165.4499969,TRUE
1881,4524-QCSSM,Male,FALSE,FALSE,FALSE,26,FALSE,,DSL,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Month-to-month,TRUE,Bank transfer (automatic),44.65000153,1156.550049,FALSE
1882,5832-EXGTT,Male,FALSE,TRUE,TRUE,29,TRUE,FALSE,DSL,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Month-to-month,TRUE,Mailed check,60.20000076,1834.150024,FALSE
1883,8840-DQLGN,Female,TRUE,TRUE,FALSE,35,TRUE,TRUE,Fiber optic,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Month-to-month,TRUE,Bank transfer (automatic),100.5,3653.350098,TRUE
1884,2039-JONDJ,Male,FALSE,FALSE,FALSE,27,TRUE,FALSE,DSL,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,One year,FALSE,Bank transfer (automatic),55.45000076,1477.650024,FALSE
1885,7217-JYHOQ,Male,FALSE,TRUE,TRUE,24,TRUE,FALSE,DSL,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,Month-to-month,TRUE,Credit card (automatic),70.30000305,1706.449951,FALSE
1886,6695-FRVEC,Male,FALSE,TRUE,TRUE,67,TRUE,FALSE,DSL,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,Two year,TRUE,Bank transfer (automatic),60.40000153,3953.699951,FALSE
1887,4547-LYTDD,Female,FALSE,FALSE,FALSE,16,TRUE,TRUE,Fiber optic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Month-to-month,FALSE,Electronic check,72.65000153,1194.300049,TRUE
1888,9894-QMIMJ,Female,FALSE,FALSE,FALSE,23,TRUE,FALSE,DSL,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,One year,FALSE,Bank transfer (automatic),55.79999924,1327.849976,FALSE
1889,8069-YQQAJ,Male,FALSE,FALSE,FALSE,14,FALSE,,DSL,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Mailed check,31.10000038,419.7000122,FALSE
1890,6770-XUAGN,Female,FALSE,TRUE,TRUE,1,TRUE,FALSE,No,,,,,,,Month-to-month,TRUE,Electronic check,21,21,TRUE
1891,4193-ORFCL,Female,TRUE,FALSE,FALSE,1,TRUE,FALSE,DSL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Month-to-month,FALSE,Mailed check,45.09999847,45.09999847,TRUE
1892,1636-NTNCO,Male,TRUE,FALSE,FALSE,4,FALSE,,DSL,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,Month-to-month,TRUE,Credit card (automatic),50.95000076,207.3500061,FALSE
1893,3466-WAESX,Male,FALSE,FALSE,TRUE,16,TRUE,TRUE,DSL,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Month-to-month,TRUE,Electronic check,69.09999847,1083.699951,FALSE
1894,9281-PKKZE,Female,FALSE,TRUE,FALSE,46,FALSE,,DSL,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Month-to-month,TRUE,Electronic check,43.95000076,2007.849976,FALSE
1895,3638-VBZTA,Male,FALSE,FALSE,TRUE,68,TRUE,TRUE,DSL,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,Two year,TRUE,Bank transfer (automatic),86.5,5882.75,FALSE
1896,7459-IMVYU,Male,FALSE,FALSE,FALSE,38,TRUE,TRUE,DSL,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Month-to-month,FALSE,Electronic check,69.94999695,2657.550049,FALSE
1897,7776-QWNFX,Male,TRUE,TRUE,FALSE,30,TRUE,FALSE,DSL,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Bank transfer (automatic),50.40000153,1527.5,TRUE
1898,6689-TCZHQ,Female,TRUE,FALSE,FALSE,5,TRUE,FALSE,Fiber optic,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Month-to-month,FALSE,Electronic check,78.94999695,378.3999939,TRUE
1899,8563-OYMQY,Male,FALSE,FALSE,FALSE,17,TRUE,FALSE,Fiber optic,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,Month-to-month,TRUE,Credit card (automatic),90.94999695,1612.199951,FALSE
1900,0754-EEBDC,Male,FALSE,TRUE,TRUE,4,TRUE,FALSE,No,,,,,,,Two year,FALSE,Mailed check,19.89999962,76.65000153,FALSE
1901,5777-ZPQNC,Female,FALSE,FALSE,FALSE,12,TRUE,FALSE,No,,,,,,,One year,FALSE,Electronic check,20.14999962,260.7000122,FALSE
1902,1951-IEYXM,Male,FALSE,TRUE,TRUE,72,TRUE,TRUE,DSL,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Two year,TRUE,Credit card (automatic),90.59999847,6441.850098,FALSE
1903,3318-NMQXL,Male,FALSE,FALSE,FALSE,3,TRUE,FALSE,Fiber optic,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Month-to-month,TRUE,Electronic check,92,266.7999878,FALSE
1904,3143-ILDAL,Male,FALSE,FALSE,FALSE,56,TRUE,TRUE,Fiber optic,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,Month-to-month,TRUE,Electronic check,94.44999695,5124.600098,TRUE
1905,1022-RKXDR,Female,FALSE,FALSE,FALSE,41,TRUE,TRUE,No,,,,,,,One year,TRUE,Mailed check,24.85000038,962.25,FALSE
1906,2361-FJWNO,Male,FALSE,FALSE,FALSE,40,FALSE,,DSL,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,One year,FALSE,Credit card (automatic),36,1382.900024,FALSE
1907,2272-UOINI,Female,FALSE,FALSE,FALSE,7,TRUE,FALSE,DSL,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,Month-to-month,TRUE,Electronic check,78.5,571.0499878,FALSE
1908,8232-UTFOZ,Male,FALSE,FALSE,FALSE,69,TRUE,FALSE,No,,,,,,,Two year,FALSE,Credit card (automatic),19.95000076,1399.349976,FALSE
1909,3750-YHRYO,Male,FALSE,TRUE,TRUE,7,TRUE,FALSE,No,,,,,,,One year,FALSE,Mailed check,20.64999962,150,FALSE
1910,6637-KYRCV,Female,FALSE,TRUE,TRUE,5,FALSE,,DSL,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Electronic check,30.5,167.1999969,FALSE
1911,5668-MEISB,Female,FALSE,TRUE,TRUE,72,TRUE,TRUE,Fiber optic,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Two year,FALSE,Credit card (automatic),106.0999985,7657.399902,FALSE
1912,0129-QMPDR,Male,FALSE,TRUE,TRUE,44,TRUE,FALSE,No,,,,,,,One year,TRUE,Bank transfer (automatic),20.5,865.0499878,FALSE
1913,7188-CBBBA,Female,FALSE,FALSE,FALSE,65,TRUE,TRUE,Fiber optic,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,One year,TRUE,Electronic check,95.5,6153.850098,FALSE
1914,5356-CSVSQ,Female,FALSE,FALSE,FALSE,3,TRUE,TRUE,DSL,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,Month-to-month,FALSE,Electronic check,64.59999847,174.1999969,FALSE
1915,3221-CJMSG,Male,FALSE,FALSE,FALSE,24,TRUE,FALSE,DSL,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Month-to-month,TRUE,Credit card (automatic),51.09999847,1269.599976,FALSE
1916,4720-VSTSI,Female,FALSE,FALSE,FALSE,44,TRUE,TRUE,Fiber optic,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Bank transfer (automatic),84.80000305,3862.550049,TRUE
1917,3219-JQRSL,Female,TRUE,TRUE,FALSE,72,TRUE,TRUE,DSL,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Two year,FALSE,Credit card (automatic),89.09999847,6352.399902,FALSE
1918,2801-NISEI,Male,FALSE,FALSE,FALSE,24,TRUE,FALSE,DSL,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Month-to-month,FALSE,Electronic check,54.95000076,1348.5,FALSE
1919,3946-MHCZW,Male,FALSE,FALSE,FALSE,1,TRUE,FALSE,DSL,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Month-to-month,FALSE,Mailed check,50.90000153,50.90000153,TRUE
1920,4623-ZKHLY,Male,FALSE,TRUE,FALSE,22,TRUE,FALSE,No,,,,,,,Month-to-month,TRUE,Bank transfer (automatic),20.45000076,471.5499878,FALSE
1921,6732-VAILE,Male,FALSE,TRUE,TRUE,70,TRUE,TRUE,DSL,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,Two year,TRUE,Credit card (automatic),85.94999695,5931.75,FALSE
1922,8201-AAXCB,Male,FALSE,TRUE,TRUE,25,TRUE,TRUE,DSL,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Month-to-month,FALSE,Electronic check,60.34999847,1404.650024,FALSE
